gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,cik,costat,gind,gsector,gsubind,naics,sic,spcindcd,spcseccd,Mkt cap 31 Dec 2024
38545,12/31/24,2024,INDL,C,D,STD,PSFE,PAYSAFE LTD,USD,1833835,A,402010,40,40201060,522320,7389,,,1.0392183
177744,12/31/24,2024,INDL,C,D,STD,PRO,PROS HOLDINGS INC,USD,1392972,A,451030,45,45103010,518210,7370,,,1.03883976
25999,12/31/24,2024,INDL,C,D,STD,GYRE,GYRE THERAPEUTICS INC,USD,1124105,A,352010,35,35201010,325414,2836,,,1.0384462
211732,12/31/24,2024,INDL,C,D,STD,BMA,BANCO MACRO SA,USD,1347426,A,401010,40,40101010,522110,6020,,,1.0382348
33459,12/31/24,2024,INDL,C,D,STD,OBK,ORIGIN BANCORP,USD,1516912,A,401010,40,40101015,522110,6020,,,1.03761601
38961,12/31/24,2024,INDL,C,D,STD,JBI,JANUS INTERNATIONL GROUP INC,USD,1839839,A,201020,20,20102010,332321,3442,,,1.03690125
171049,12/31/24,2024,INDL,C,D,STD,BLMN,BLOOMIN' BRANDS INC,USD,1546417,A,253010,25,25301040,722511,5812,,,1.03593303
37803,12/31/24,2024,INDL,C,D,STD,PHVS,PHARVARIS NV,USD,1830487,A,352020,35,35202010,325414,2836,,,1.03533336
35223,12/31/24,2024,INDL,C,D,STD,RCAT,RED CAT HOLDINGS INC,USD,748268,A,452030,45,45203010,336411,3721,,,1.03006885
33625,12/31/24,2024,INDL,C,D,STD,AMAL,AMALGAMATED FINANCIAL CORP,USD,1823608,A,401010,40,40101015,522110,6020,,,1.02649143
28069,12/31/24,2024,INDL,C,D,STD,FBRT,FRANKLIN BSP REALTY TRUST IN,USD,1562528,A,402040,40,40204010,525990,6798,,,1.02628614
37495,12/31/24,2024,INDL,C,D,STD,SPRY,ARS PHARMACEUTICALS INC,USD,1671858,A,352010,35,35201010,325414,2836,,,1.02530175
31494,8/31/24,2024,INDL,C,D,STD,PENG,PENGUIN SOLUTIONS INC,USD,1616533,A,453010,45,45301020,334413,3674,,,1.02367136
203480,12/31/24,2024,INDL,C,D,STD,SKM,SK TELECOM CO LTD,USD,1015650,A,501020,50,50102010,517112,4812,462,974,1.02353288
1257,12/31/24,2024,INDL,C,D,STD,ALX,ALEXANDER'S INC,USD,3499,A,601070,60,60107010,531120,6798,850,800,1.02170642
37019,10/31/24,2024,INDL,C,D,STD,AVO,MISSION PRODUCE INC,USD,1802974,A,302020,30,30202030,424480,5140,,,1.01904855
170384,12/31/24,2024,INDL,C,D,STD,GOGO,GOGO INC,USD,1537054,A,501020,50,50102010,517810,4899,,,1.01755211
50763,12/31/24,2024,INDL,C,D,STD,SEPN,SEPTERNA INC,USD,1984086,A,352020,35,35202010,325412,2834,,,1.0168287
177067,12/31/24,2024,INDL,C,D,STD,CCEC,CAPITAL CLN ENRG CARRIERS CP,USD,1392326,A,203030,20,20303010,483111,4412,,,1.01413296
34863,12/31/24,2024,INDL,C,D,STD,TIGR,UP FINTECH HOLDING LTD,USD,1756699,A,402030,40,40203020,523120,6211,,,1.01351586
31059,12/31/24,2024,INDL,C,D,STD,ZYME,ZYMEWORKS INC,USD,1937653,A,352010,35,35201010,325414,2836,,,1.01254632
63005,12/31/24,2024,INDL,C,D,STD,AVDL,AVADEL PHARMACEUTICALS PLC,USD,1012477,A,352020,35,35202010,325412,2834,285,905,1.01251238
176725,12/31/24,2024,INDL,C,D,STD,BBDC,BARINGS BDC INC,USD,1379785,A,402030,40,40203010,523999,6797,,,1.01019963
107712,12/31/24,2024,INDL,C,D,STD,UUUU,ENERGY FUELS INC,USD,1385849,A,101020,10,10102050,212290,1090,,,1.00857339
8213,12/31/24,2024,INDL,C,D,STD,OMI,OWENS & MINOR INC,USD,75252,A,351020,35,35102010,423450,5047,217,978,1.00781463
35638,12/31/24,2024,INDL,C,D,STD,VIR,VIR BIOTECHNOLOGY INC,USD,1706431,A,352010,35,35201010,325414,2836,,,1.00342204
61490,12/31/24,2024,INDL,C,D,STD,OPK,OPKO HEALTH INC,USD,944809,A,351020,35,35102015,621511,8071,147,905,1.00325001
14403,12/31/24,2024,INDL,C,D,STD,DX,DYNEX CAPITAL INC,USD,826675,A,402040,40,40204010,525990,6798,850,800,1.0031956
164652,12/31/24,2024,INDL,C,D,STD,BKD,BROOKDALE SENIOR LIVING INC,USD,1332349,A,351020,35,35102020,623311,8050,,,1.00204139
35423,8/31/24,2024,INDL,C,D,STD,KRUS,KURA SUSHI USA INC,USD,1772177,A,253010,25,25301040,722511,5812,,,1.00190538
38757,12/31/24,2024,INDL,C,D,STD,VMEO,VIMEO INC,USD,1837686,A,502030,50,50203010,519290,7370,,,1.0012928
3863,12/31/24,2024,INDL,C,D,STD,DLX,DELUXE CORP,USD,27996,A,202010,20,20201010,3231,2780,458,978,1.00010448
38770,12/31/24,2024,INDL,C,D,STD,FIGS,FIGS INC,USD,1846576,A,252030,25,25203010,315,2300,,,0.99985213
39555,12/31/24,2024,INDL,C,D,STD,AMPL,AMPLITUDE INC,USD,1866692,A,451030,45,45103010,518210,7370,,,0.99793505
15252,12/31/24,2024,INDL,C,D,STD,TRS,TRIMAS CORP,USD,842633,A,151030,15,15103010,332119,3460,355,925,0.99766548
245207,12/31/24,2024,INDL,C,D,STD,GMAB,GENMAB AS,USD,1434265,A,352010,35,35201010,325414,2836,292,905,0.99579118
33810,12/31/24,2024,INDL,C,D,STD,LQDA,LIQUIDIA CORP,USD,1819576,A,352020,35,35202010,325412,2834,,,0.99533112
5237,12/31/24,2024,INDL,C,D,STD,GRC,GORMAN-RUPP CO,USD,42682,A,201060,20,20106020,333914,3561,345,925,0.99456576
166213,9/30/24,2024,INDL,C,D,STD,LQDT,LIQUIDITY SERVICES INC,USD,1235468,A,202010,20,20201070,449210,5961,,,0.99262689
25751,12/31/24,2024,INDL,C,D,STD,BLX,BANCO LATINOAMERICANO DE COM,USD,890541,A,402010,40,40201040,522110,6020,810,800,0.99215401
150803,12/31/24,2024,INDL,C,D,STD,BFC,BANK FIRST CORP,USD,1746109,A,401010,40,40101015,522110,6020,,,0.99208908
24724,12/31/24,2024,INDL,C,D,STD,LILAK,LIBERTY LATIN AMERICA LTD,USD,1712184,A,501010,50,50101010,517111,4813,,,0.990942
184182,12/31/24,2024,INDL,C,D,STD,JKS,JINKOSOLAR HOLDING CO,USD,1481513,A,453010,45,45301020,334413,3674,,,0.9855171
186275,12/31/24,2024,INDL,C,D,STD,AGRO,ADECOAGRO SA,USD,1499505,A,302020,30,30202030,311314,2060,,,0.98199305
8092,12/31/24,2024,INDL,C,D,STD,VTOL,BRISTOW GROUP INC,USD,1525221,A,101010,10,10101020,481211,4522,395,935,0.9819404
164572,12/31/24,2024,INDL,C,D,STD,AMSF,AMERISAFE INC,USD,1018979,A,403010,40,40301040,524126,6331,,,0.981837
323308,12/31/24,2024,INDL,C,D,STD,BORR,BORR DRILLING LTD,USD,1715497,A,101010,10,10101010,213111,1381,,,0.9795825
30998,12/31/24,2024,INDL,C,D,STD,EEX,EMERALD HOLDING INC,USD,1579214,A,502010,50,50201010,561920,7389,,,0.97838288
36979,12/31/24,2024,INDL,C,D,STD,LVWR,LIVEWIRE GROUP INC,USD,1898795,A,251020,25,25102020,336991,3751,,,0.9776325
17240,12/31/24,2024,INDL,C,D,STD,TMP,TOMPKINS FINANCIAL CORP,USD,1005817,A,401010,40,40101015,522110,6020,817,800,0.97634502
176333,12/31/24,2024,INDL,C,D,STD,BTZ,BLACKROCK CR ALLOC INCM TR,USD,1379384,A,402030,40,40203010,523,6726,,,0.97616904
32102,12/31/24,2024,INDL,C,D,STD,RDFN,REDFIN CORP,USD,1382821,A,602010,60,60201040,531210,6531,,,0.9757226
187550,12/31/24,2024,INDL,C,D,STD,ASPN,ASPEN AEROGELS INC,USD,1145986,A,151010,15,15101050,325180,2810,,,0.97471836
37961,12/31/24,2024,INDL,C,D,STD,DAVE,DAVE INC,USD,1841408,A,402020,40,40202010,522291,6141,,,0.97289556
39676,12/31/24,2024,INDL,C,D,STD,IHS,IHS HOLDING LIMITED,USD,1876183,A,501010,50,50101020,517311,4813,,,0.97257608
39684,12/31/24,2024,INDL,C,D,STD,ENFN,ENFUSION INC,USD,1868912,A,451030,45,45103010,518210,7370,,,0.9720316
39752,12/31/24,2024,INDL,C,D,STD,ML,MONEYLION INC,USD,1807846,A,402020,40,40202010,522291,6141,,,0.97088088
133766,12/31/24,2024,INDL,C,D,STD,HSTM,HEALTHSTREAM INC,USD,1095565,A,351030,35,35103010,513210,7372,185,940,0.967197
13562,12/31/24,2024,INDL,C,D,STD,BDN,BRANDYWINE REALTY TRUST,USD,790816,A,601040,60,60104010,531120,6798,850,800,0.9669296
20517,12/31/24,2024,INDL,C,D,STD,LMB,LIMBACH HOLDINGS INC,USD,1606163,A,201030,20,20103010,238,1700,,,0.96429242
62979,12/31/24,2024,INDL,C,D,STD,SBSI,SOUTHSIDE BANCSHARES INC,USD,705432,A,401010,40,40101015,522110,6020,810,800,0.96258208
30145,12/31/24,2024,INDL,C,D,STD,PUMP,PROPETRO HOLDING CORP,USD,1680247,A,101010,10,10101020,213112,1389,,,0.9603369
187696,12/31/24,2024,INDL,C,D,STD,PRLB,PROTO LABS INC,USD,1443669,A,201060,20,20106020,333249,3559,,,0.9580959
19262,12/31/24,2024,INDL,C,D,STD,CTBI,COMMUNITY TRUST BANCORP INC,USD,350852,A,401010,40,40101015,522110,6020,817,800,0.95761574
212782,12/31/24,2024,INDL,C,D,STD,FMS,FRESENIUS MEDICAL CARE AG,USD,1333141,A,351020,35,35102015,621492,8090,292,905,0.9563136
34941,12/31/24,2024,INDL,C,D,STD,TH,TARGET HOSPITALITY CORP,USD,1712189,A,253010,25,25301020,531110,6510,,,0.956264765
200480,6/30/24,2024,INDL,C,D,STD,MANU,MANCHESTER UNITED PLC,USD,1549107,A,502020,50,50202010,711211,7900,245,978,0.9545276
186785,12/31/24,2024,INDL,C,D,STD,ARCO,ARCOS DORADOS HOLDINGS INC,USD,1508478,A,253010,25,25301040,722511,5812,,,0.95122664
50516,12/31/24,2024,INDL,C,D,STD,BCAX,BICARA THERAPEUTICS INC,USD,2023658,A,352010,35,35201010,325414,2836,,,0.94792672
60931,12/31/24,2024,INDL,C,D,STD,GIC,GLOBAL INDUSTRIAL CO,USD,945114,A,201070,20,20107010,4239,5090,447,976,0.94774649
9346,12/31/24,2024,INDL,C,D,STD,SBR,SABINE ROYALTY TRUST,USD,710752,A,101020,10,10102020,533110,6792,850,800,0.94486499
33999,12/31/24,2024,INDL,C,D,STD,AMTB,AMERANT BANCORP INC,USD,1734342,A,401010,40,40101015,522110,6020,,,0.94364028
125074,12/31/24,2024,INDL,C,D,STD,RDWR,RADWARE LTD,USD,1094366,A,451030,45,45103020,513210,7372,190,940,0.94146111
4091,12/31/24,2024,INDL,C,D,STD,DCO,DUCOMMUN INC,USD,30305,A,201010,20,20101010,336413,3728,110,925,0.94083114
7368,12/31/24,2024,INDL,C,D,STD,MSEX,MIDDLESEX WATER CO,USD,66004,A,551040,55,55104010,221310,4941,725,700,0.93970865
65671,12/31/24,2024,INDL,C,D,STD,INVX,INNOVEX INTERNATIONAL INC,USD,1042893,A,101010,10,10101020,333132,3533,395,935,0.93941265
28769,12/31/24,2024,INDL,C,D,STD,BFS,SAUL CENTERS INC,USD,907254,A,601070,60,60107010,531120,6798,850,800,0.9378348
12972,9/30/24,2024,INDL,C,D,STD,IMKTA,INGLES MARKETS INC  -CL A,USD,50493,A,301010,30,30101030,445110,5411,440,978,0.9372798
31803,12/31/24,2024,INDL,C,D,STD,ADV,ADVANTAGE SOLUTIONS INC,USD,1776661,A,502010,50,50201010,541613,8742,,,0.93660168
29206,12/31/24,2024,INDL,C,D,STD,FWRD,FORWARD AIR CORP,USD,912728,A,203010,20,20301010,484110,4210,615,600,0.9337665
17602,12/31/24,2024,INDL,C,D,STD,BHRB,BURKE HERBERT FINL SRVS CORP,USD,1964333,A,401010,40,40101015,522110,6020,,,0.93340448
34496,12/31/24,2024,INDL,C,D,STD,TME,TENCENT MUSIC ENTERTAINMENT,USD,1744676,A,502020,50,50202010,519290,7370,,,0.9307
50525,12/31/24,2024,INDL,C,D,STD,CBLL,CERIBELL INC,USD,1861107,A,351010,35,35101010,334510,3845,,,0.92712512
37763,12/31/24,2024,INDL,C,D,STD,UWMC,UWM HOLDINGS CORP,USD,1783398,A,402010,40,40201050,522292,6162,,,0.92695518
101317,12/31/24,2024,INDL,C,D,STD,SNN,SMITH & NEPHEW PLC,USD,845982,A,351010,35,35101010,339113,3842,300,905,0.92693638
23555,12/31/24,2024,INDL,C,D,STD,COLL,COLLEGIUM PHARMACEUTICAL INC,USD,1267565,A,352020,35,35202010,325412,2834,,,0.9233895
37646,12/31/24,2024,INDL,C,D,STD,SHLS,SHOALS TECHNOLOGIES GRP INC,USD,1831651,A,201040,20,20104010,33441,3670,,,0.92184547
37200,12/31/24,2024,INDL,C,D,STD,ARRY,ARRAY TECHNOLOGIES INC,USD,1820721,A,201040,20,20104010,334519,3829,,,0.91773572
22447,12/31/24,2024,INDL,C,D,STD,PARR,PAR PACIFIC HOLDINGS INC,USD,821483,A,101020,10,10102030,324110,2911,380,935,0.91705328
43884,12/31/24,2024,INDL,C,D,STD,NCDL,NUVEEN CHURCHILL DI LEN CORP,USD,1737924,A,402030,40,40203010,523910,6797,,,0.91427508
31819,12/31/24,2024,INDL,C,D,STD,CGBD,CARLYLE SECURED LENDING INC,USD,1544206,A,402030,40,40203010,523910,6797,,,0.91274458
20420,12/31/24,2024,INDL,C,D,STD,OEC,ORION SA,USD,1609804,A,151010,15,15101010,325180,2890,,,0.9113988
45158,9/30/24,2024,INDL,C,D,STD,NNE,NANO NUCLEAR ENERGY INC,USD,1923891,A,201040,20,20104020,332410,3443,,,0.911082315
166447,9/30/24,2024,INDL,C,D,STD,AVXL,ANAVEX LIFE SCIENCES CORP,USD,1314052,A,352010,35,35201010,325414,2836,,,0.91092384
35642,12/31/24,2024,INDL,C,D,STD,PNTG,PENNANT GROUP INC (THE),USD,1766400,A,351020,35,35102015,623,8050,,,0.91090896
144520,12/31/24,2024,INDL,C,D,STD,AMN,AMN HEALTHCARE SERVICES INC,USD,1142750,A,351020,35,35102015,561320,7363,457,978,0.91073008
11922,9/30/24,2024,INDL,C,D,STD,NGVC,NATURAL GROCERS VITAMIN CTGE,USD,1547459,A,301010,30,30101030,456191,5400,,,0.90982632
186893,9/30/24,2024,INDL,C,D,STD,PFLT,PENNANTPARK FLOATING RT CAP,USD,1504619,A,402030,40,40203010,523910,6797,,,0.9097039
41293,12/31/24,2024,INDL,C,D,STD,IE,IVANHOE ELECTRIC INC,USD,1879016,A,151040,15,15104020,2122,1000,,,0.9094428
277812,12/31/24,2024,INDL,C,D,STD,GRFS,GRIFOLS S A,USD,1438569,A,352010,35,35201010,325414,2836,,,0.9076428
29275,12/31/24,2024,INDL,C,D,STD,PRTH,PRIORITY TECHNLGY HLDNGS INC,USD,1653558,A,402010,40,40201060,518210,7374,,,0.9067005
37502,1/31/25,2024,INDL,C,D,STD,WOOF,PETCO HEALTH AND WELLNESS CO,USD,1826470,A,255040,25,25504040,459910,5990,,,0.90626946
29082,12/31/24,2024,INDL,C,D,STD,CBL,CBL & ASSOCIATES PPTYS INC,USD,910612,A,601070,60,60107010,531120,6798,850,800,0.90432809
120048,12/31/24,2024,INDL,C,D,STD,HSII,HEIDRICK & STRUGGLES INTL,USD,1066605,A,202020,20,20202010,561311,7361,457,978,0.90432279
107245,12/31/24,2024,INDL,C,D,STD,EXK,ENDEAVOUR SILVER CORP,USD,1277866,A,151040,15,15104045,212220,1044,,,0.90074796
12761,12/31/24,2024,INDL,C,D,STD,STKL,SUNOPTA INC,USD,351834,A,302020,30,30202030,3119,2090,112,970,0.9003148
186773,12/31/24,2024,INDL,C,D,STD,SXC,SUNCOKE ENERGY INC,USD,1514705,A,151040,15,15104050,324199,3312,,,0.8997844
27938,1/31/25,2024,INDL,C,D,STD,SCVL,SHOE CARNIVAL INC,USD,895447,A,255040,25,25504010,458210,5661,449,976,0.898949
43861,12/31/24,2024,INDL,C,D,STD,AVBP,ARRIVENT BIOPHARMA INC,USD,1868279,A,352010,35,35201010,325414,2836,,,0.89768808
38076,12/31/24,2024,INDL,C,D,STD,NUVB,NUVATION BIO INC,USD,1811063,A,352020,35,35202010,325412,2834,,,0.89526822
37198,12/31/24,2024,INDL,C,D,STD,REAX,REAL BROKERAGE INC (THE),USD,1862461,A,602010,60,60201040,531210,6531,,,0.8946862
38909,12/31/24,2024,INDL,C,D,STD,YMM,FULL TRUCK ALLIANCE CO LTD,USD,1838413,A,203040,20,20304030,519290,7370,,,0.89265
32285,12/31/24,2024,INDL,C,D,STD,ECVT,ECOVYST INC,USD,1708035,A,151010,15,15101050,325180,2810,,,0.8901364
36758,12/31/24,2024,INDL,C,D,STD,GETY,GETTY IMAGES HOLDINGS INC,USD,1898496,A,502030,50,50203010,519210,7389,,,0.887922
37855,6/30/24,2024,INDL,C,D,STD,LUCK,LUCKY STRIKE ENTERTNMNT CORP,USD,1840572,A,253010,25,25301030,713950,7900,,,0.88482394
35279,12/31/24,2024,INDL,C,D,STD,ADPT,ADAPTIVE BIOTECH CORP,USD,1478320,A,352030,35,35203010,325413,2835,,,0.88463419
204867,3/31/25,2024,INDL,C,D,STD,WIT,WIPRO LTD,USD,1123799,A,451020,45,45102010,541512,7373,454,940,0.88440528
38688,12/31/24,2024,INDL,C,D,STD,AVAH,AVEANNA HCARE HOLD INC,USD,1832332,A,351020,35,35102015,621610,8082,,,0.88303825
184287,12/31/24,2024,INDL,C,D,STD,SLRC,SLR INVESTMENT CORP,USD,1418076,A,402030,40,40203010,523999,6797,,,0.8816088
50681,12/31/24,2024,INDL,C,D,STD,UPB,UPSTREAM BIO INC,USD,2022626,A,352010,35,35201010,325414,2836,,,0.88113468
12840,12/31/24,2024,INDL,C,D,STD,HTLD,HEARTLAND EXPRESS INC,USD,799233,A,203040,20,20304030,484121,4213,615,600,0.88073634
37790,12/31/24,2024,INDL,C,D,STD,BMBL,BUMBLE INC,USD,1830043,A,502030,50,50203010,519290,7370,,,0.88060148
29994,12/31/24,2024,INDL,C,D,STD,FMBH,FIRST MID BANCSHARES INC,USD,700565,A,401010,40,40101015,522110,6020,,,0.88043984
36550,12/31/24,2024,INDL,C,D,STD,ACEL,ACCEL ENTERTAINMENT INC,USD,1698991,A,253010,25,25301010,713,7990,,,0.87942324
17724,12/31/24,2024,INDL,C,D,STD,CNOB,CONNECTONE BANCORP INC,USD,712771,A,401010,40,40101015,522110,6020,817,800,0.8790567
10999,12/31/24,2024,INDL,C,D,STD,UTL,UNITIL CORP,USD,755001,A,551030,55,55103010,22111,4931,705,700,0.87728191
36970,12/31/24,2024,INDL,C,D,STD,EVTL,VERTICAL AEROSPACE LTD,USD,1867102,A,201010,20,20101010,336411,3721,,,0.87661214
34025,12/31/24,2024,INDL,C,D,STD,BLTE,BELITE BIO INC -ADR,USD,1889109,A,352020,35,35202010,325414,2836,,,0.8762697
32638,12/31/24,2024,INDL,C,D,STD,ACMR,ACM RESEARCH INC,USD,1680062,A,453010,45,45301010,333242,3559,,,0.8698506
185836,12/31/24,2024,INDL,C,D,STD,PCRX,PACIRA BIOSCIENCES INC,USD,1396814,A,352020,35,35202010,325412,2834,,,0.86942832
38237,12/31/24,2024,INDL,C,D,STD,HGTY,HAGERTY INC,USD,1840776,A,403010,40,40301010,524210,6411,,,0.8688088
117036,12/31/24,2024,INDL,C,D,STD,GDEN,GOLDEN ENTERTAINMENT INC,USD,1071255,A,253010,25,25301010,721120,7990,262,976,0.8667564
39734,12/31/24,2024,INDL,C,D,STD,FNA,PARAGON 28 INC,USD,1531978,A,351010,35,35101010,339113,3842,,,0.8648276
37527,12/31/24,2024,INDL,C,D,STD,ABCL,ABCELLERA BIOLOGICS INC,USD,1703057,A,352030,35,35203010,325414,2836,,,0.86481001
14891,12/31/24,2024,INDL,C,D,STD,MGPI,MGP INGREDIENTS INC,USD,835011,A,302010,30,30201020,312140,2085,167,970,0.86428961
61129,12/31/24,2024,INDL,C,D,STD,RWT,REDWOOD TRUST INC,USD,930236,A,402040,40,40204010,525990,6798,850,800,0.86370351
36949,12/31/24,2024,INDL,C,D,STD,COGT,COGENT BIOSCIENCES INC,USD,1622229,A,352010,35,35201010,325414,2836,,,0.8615724
285085,12/31/24,2024,INDL,C,D,STD,QURE,UNIQURE NV,USD,1590560,A,352010,35,35201010,325414,2836,,,0.86073074
2124,12/31/24,2024,INDL,C,D,STD,BELFB,BEL FUSE INC,USD,729580,A,452030,45,45203015,334416,3677,180,940,0.8601621
38285,12/31/24,2024,INDL,C,D,STD,OLO,OLO INC,USD,1431695,A,451030,45,45103010,519290,7370,,,0.85769472
19817,12/31/24,2024,INDL,C,D,STD,UVSP,UNIVEST FINANCIAL CORP,USD,102212,A,401010,40,40101015,522110,6020,817,800,0.85705893
29755,9/30/24,2024,INDL,C,D,STD,BZH,BEAZER HOMES USA INC,USD,915840,A,252010,25,25201030,236117,1531,305,976,0.85683438
161813,12/31/24,2024,INDL,C,D,STD,BXC,BLUELINX HOLDINGS INC,USD,1301787,A,201070,20,20107010,423310,5031,,,0.85620296
31331,12/31/24,2024,INDL,C,D,STD,NESR,NATIONAL ENERGY SERVICES REU,USD,1698514,A,101010,10,10101020,213112,1389,,,0.85520512
37723,12/31/24,2024,INDL,C,D,STD,TRIN,TRINITY CAPITAL INC,USD,1786108,A,402030,40,40203010,523910,6797,,,0.85236982
270705,12/31/24,2024,INDL,C,D,STD,HIMX,HIMAX TECHNOLOGIES INC,USD,1342338,A,453010,45,45301020,334413,3674,,,0.85230432
5539,12/31/24,2024,INDL,C,D,STD,HCSG,HEALTHCARE SERVICES GROUP,USD,731012,A,202010,20,20201070,621999,8090,459,978,0.851274965
179738,12/31/24,2024,INDL,C,D,STD,ERII,ENERGY RECOVERY INC,USD,1421517,A,201060,20,20106020,333248,3559,,,0.8510418
27794,6/30/24,2024,INDL,C,D,STD,WOLF,WOLFSPEED INC,USD,895419,A,453010,45,45301020,334413,3674,235,940,0.85056858
33557,12/31/24,2024,INDL,C,D,STD,KULR,KULR TECHNOLOGY GROUP,USD,1662684,A,201040,20,20104010,33441,3670,,,0.84944045
111000,12/31/24,2024,INDL,C,D,STD,HCKT,HACKETT GROUP INC,USD,1057379,A,451020,45,45102010,541611,8742,185,940,0.84765696
30477,9/30/24,2024,INDL,C,D,STD,MATW,MATTHEWS INTL CORP  -CL A,USD,63296,A,202010,20,20201070,339995,3990,360,970,0.84706336
36951,12/31/24,2024,INDL,C,D,STD,GRNT,GRANITE RIDGE RESOURCES INC,USD,1928446,A,101020,10,10102020,2111,1311,,,0.84460624
15212,12/31/24,2024,INDL,C,D,STD,CAPL,CROSSAMERICA PARTNERS LP,USD,1538849,A,101020,10,10102040,424720,5172,,,0.837034
66285,12/31/24,2024,INDL,C,D,STD,HFWA,HERITAGE FINANCIAL CORP,USD,1046025,A,401010,40,40101015,522110,6020,840,800,0.836773
39246,12/31/24,2024,INDL,C,D,STD,CTKB,CYTEK BIOSCIENCES INC,USD,1831915,A,352030,35,35203010,541714,8731,,,0.83598339
35776,12/31/24,2024,INDL,C,D,STD,ETNB,89BIO INC,USD,1785173,A,352010,35,35201010,325414,2836,,,0.82990532
41416,12/31/24,2024,INDL,C,D,STD,FIP,FTAI INFRASTRUCTURE INC,USD,1899883,A,203040,20,20304010,482112,4013,,,0.8257887
150477,12/31/24,2024,INDL,C,D,STD,PRAA,PRA GROUP INC,USD,1185348,A,402020,40,40202010,522299,6153,175,976,0.82363003
119714,12/31/24,2024,INDL,C,D,STD,ATLC,ATLANTICUS HOLDINGS CORP,USD,1464343,A,402020,40,40202010,522210,6141,850,800,0.82214142
33447,12/31/24,2024,INDL,C,D,STD,KNSA,KINIKSA PHRMCTICALS INTL PLC,USD,1730430,A,352010,35,35201010,325414,2836,,,0.82132494
32574,12/31/24,2024,INDL,C,D,STD,EYE,NATIONAL VISION HOLDINGS INC,USD,1710155,A,255040,25,25504040,446130,5990,,,0.820575
186823,12/31/24,2024,INDL,C,D,STD,SPLP,STEEL PARTNERS HOLDINGS LP,USD,1452857,A,201050,20,20105010,999977,9997,,,0.8165136
39059,1/31/25,2024,INDL,C,D,STD,BASE,COUCHBASE INC,USD,1845022,A,451020,45,45102030,518210,7370,,,0.81610532
20473,12/31/24,2024,INDL,C,D,STD,WLKP,WESTLAKE CHEMICAL PRTNRS LP,USD,1604665,A,151010,15,15101010,325199,2860,,,0.81543046
17626,12/31/24,2024,INDL,C,D,STD,AHH,ARMADA HOFFLER PROPERTIES,USD,1569187,A,601010,60,60101010,531120,6798,,,0.81526962
24440,12/31/24,2024,INDL,C,D,STD,PRA,PROASSURANCE CORP,USD,1127703,A,403010,40,40301040,524126,6331,850,800,0.81389196
61759,12/31/24,2024,INDL,C,D,STD,CLB,CORE LABORATORIES INC,USD,1958086,A,101010,10,10101020,213112,1389,395,935,0.8127045
30622,1/31/25,2024,INDL,C,D,STD,YEXT,YEXT INC,USD,1614178,A,451030,45,45103010,519290,7370,,,0.81166956
27111,12/31/24,2024,INDL,C,D,STD,MCBS,METROCITY BANKSHARES INC,USD,1747068,A,401010,40,40101015,522110,6020,,,0.8093574
185128,12/31/24,2024,INDL,C,D,STD,AMRC,AMERESCO INC,USD,1488139,A,201030,20,20103010,237130,1600,,,0.80872164
20959,12/31/24,2024,INDL,C,D,STD,PLYM,PLYMOUTH INDL REIT INC,USD,1515816,A,601025,60,60102510,531120,6798,,,0.8079242
38576,12/31/24,2024,INDL,C,D,STD,SWIM,LATHAM GROUP INC,USD,1833197,A,252020,25,25202010,339920,3949,,,0.80475
181290,12/31/24,2024,INDL,C,D,STD,DMRC,DIGIMARC CORP,USD,1438231,A,451030,45,45103010,518210,7370,,,0.8033774
186139,12/31/24,2024,INDL,C,D,STD,UAN,CVR PARTNERS LP,USD,1425292,A,151010,15,15101030,3253,2870,,,0.8028972
154039,12/31/24,2024,INDL,C,D,STD,NTGR,NETGEAR INC,USD,1122904,A,452010,45,45201020,334210,3661,,,0.8018199
63739,12/31/24,2024,INDL,C,D,STD,BJRI,BJ'S RESTAURANTS INC,USD,1013488,A,253010,25,25301040,722511,5812,420,978,0.801675295
27780,12/31/24,2024,INDL,C,D,STD,SITC,SITE CENTERS CORP,USD,894315,A,601070,60,60107010,531120,6798,850,800,0.8016547
36464,12/31/24,2024,INDL,C,D,STD,PLRX,PLIANT THERAPEUTICS IN,USD,1746473,A,352020,35,35202010,325412,2834,,,0.8013945
38747,12/31/24,2024,INDL,C,D,STD,PAY,PAYMENTUS HOLDINGS INC,USD,1841156,A,402010,40,40201060,518210,7374,,,0.80113374
322985,12/31/24,2024,INDL,C,D,STD,DEC,DIVERSIFIED ENERGY CO PLC,USD,1922446,A,101020,10,10102020,211130,1311,,,0.8002848
19150,12/31/24,2024,INDL,C,D,STD,OSBC,OLD SECOND BANCORP INC/IL,USD,357173,A,401010,40,40101015,522110,6020,817,800,0.79748634
37793,12/31/24,2024,INDL,C,D,STD,DFH,DREAM FINDERS HOMES INC,USD,1825088,A,252010,25,25201030,236117,1531,,,0.7969975
38336,12/31/24,2024,INDL,C,D,STD,NPWR,NET POWER INC,USD,1845437,A,201040,20,20104020,33361,3510,,,0.79687632
39063,12/31/24,2024,INDL,C,D,STD,LENZ,LENZ THERAPEUTICS INC,USD,1815776,A,352020,35,35202010,325412,2834,,,0.79395387
23119,12/31/24,2024,INDL,C,D,STD,SEDG,SOLAREDGE TECHNOLOGIES INC,USD,1419612,A,453010,45,45301010,334413,3674,,,0.78812
